Site Dec,Site Hex,Description,County Name,Lat,Lon,Range,Frequencies
001,1,"St. Joseph East","Buchanan",39.73472,-94.79108,25,461.887500c,461.825000,452.750000,461.975000,463.237500c,451.700000c,451.887500c,463.312500,452.437500,452.237500
002,2,"Caldwell","Caldwell",39.75173,-94.18717,25,452.337500c,461.837500c,452.650000c,461.425000c,451.650000,451.862500,452.737500
003,3,"Bott (Olathe)","Johnson",38.93611,-94.84500,25,454.175000c,451.987500,461.275000,462.100000,461.550000c,452.725000,452.362500c,452.337500c,451.837500
004,4,"Channel 50 (Kansas City)","Jackson",39.02219,-94.51381,25,463.925000,462.450000,454.550000c,463.350000,464.450000,461.350000,452.212500c,461.750000,451.937500c,451.325000
005,5,"Kansas City","Jackson",39.10111,-94.57889,25,452.262500c,464.712500,461.712500,464.025000,463.612500,462.062500c,453.012500c,451.912500c,462.125000,454.500000
006,6,"Leavenworth","Leavenworth",39.31694,-94.96219,25,462.137500c,461.075000c,461.225000,461.775000,461.475000,463.212500c,464.487500c,454.250000
007,7,"Louisburg","Miami",38.58611,-94.62056,25,452.737500c,463.262500,463.987500c,464.837500c,464.612500c,463.262500
008,8,"Pleasant Hill","Cass",38.79889,-94.22611,25,463.975000c,454.650000c,462.175000,461.525000,464.787500
009,9,"Topeka North","Shawnee",39.19047,-95.66047,25,461.937500c,463.562500c,464.462500c,464.912500c,463.612500,463.362500,451.875000,452.625000
010,A,"Maryville","Nodaway",40.37556,-94.85667,20,463.212500c,461.937500c,454.637500c,461.575000c,462.112500,452.275000,452.387500,463.862500
011,B,"Hiawatha","Brown",39.85506,-95.55639,25,451.912500c,452.737500c,464.612500c,464.787500c,463.287500,453.012500
012,C,"Wood Heights","Ray",39.34014,-94.14550,25,461.562500c,461.737500,464.937500c,453.000000,464.462500,461.812500c,463.812500c
013,D,"KCI (Kansas City)","Platte",39.30622,-94.68522,25,464.075000c,451.500000,463.737500c,464.837500c,461.150000,464.150000,452.287500c,451.350000,455.000000,451.725000
014,E,"Bethany","Harrison",40.25478,-94.00986,25,463.637500c,463.775000c,451.912500c,452.262500c,461.462500
015,F,"Chillicothe","Livingston",39.81514,-93.58861,25,462.037500c,463.487500c,461.275000c,463.362500,462.087500c,461.862500,461.637500
016,10,"Rock Port","Atchison",40.42803,-95.52239,25,452.337500c,451.300000,464.225000c,463.550000,463.725000c,451.987500c
017,11,"Milan ","Sullivan",40.22511,-93.13036,25,454.625000c,452.300000c,464.687500c,461.387500c,463.537500,461.962500
018,12,"Mound City","Holt",40.08083,-95.20581,25,463.587500c,462.062500c,463.737500c,452.325000c,463.437500,463.787500,462.237500
019,13,"Carrollton","Carroll",39.35944,-93.53167,25,463.512500c,464.712500c,464.250000c,461.787500c,463.262500,461.537500
020,14,"Mercer","Mercer",40.49944,-93.54517,25,461.762500c,461.412500c,451.387500c,461.387500c,452.750000,451.762500,452.450000
021,15,"Odessa","Lafayette",39.03711,-93.93025,25,463.912500c,453.012500c,451.987500c,454.175000c,451.912500,452.212500
022,16,"Marceline","Linn",39.70833,-92.95889,25,452.987500c,452.437500c,452.012500c,451.412500c
023,17,"Grant City","Worth",40.47353,-94.41464,25,460.837500c,462.162500c,463.687500c,461.487500c,464.700000
024,18,"Martinstown","Putnam",40.40894,-92.76564,15,451.287500c,452.162500c,452.887500c
025,19,"Ottawa","Franklin",38.56411,-95.29914,25,454.625000c,461.762500c,452.025000,462.012500c,463.287500c,463.912500
026,1A,"Elmo","Nodaway",40.55333,-95.12194,25,463.487500c,464.837500c,464.912500c,461.437500c
027,1B,"Atchison (Rushville)","Buchanan",39.55667,-95.03025,25,462.162500c,461.687500,463.437500,462.112500,463.662500c,464.437500c
028,1C,"Hamburg","Fremont",40.63611,-95.66889,25,464.262500c,462.137500c,463.837500c
029,1D,"Lawrence","Douglas",38.89611,-95.17500,25,463.837500c,464.212500,464.887500c,463.687500,464.687500c,461.887500
030,1E,"Manhattan","Riley",39.14444,-96.51750,25,453.012500c,452.737500c,451.987500c,452.337500c,451.325000
031,1F,"Junction City","Geary",39.01333,-96.87806,25,461.225000c,461.550000c,451.412500c,453.000000c,462.275000
032,20,"Emporia","Lyon",38.44783,-96.13244,25,451.837500c,463.750000,452.987500c,451.187500c,461.987500c
033,21,"Trenton","Grundy",40.10542,-93.60639,25,463.712500c,463.612500c,452.700000c,452.500000c,452.800000,451.725000
034,22,"Topeka South","Shawnee",38.97022,-95.75783,25,452.475000c,461.550000,461.637500c,463.600000,451.887500c,452.212500c,451.425000,451.625000
035,23,"King City","Gentry",40.06750,-94.52278,25,461.612500c,451.962500c,452.362500c,461.787500c,461.412500,463.500000
036,24,"Barclay (Osage City)","Osage",38.56167,-95.87556,20,451.362500c,451.687500,451.937500c,452.187500
037,25,"McLouth","Jefferson",39.20222,-95.20969,25,461.437500c,463.387500,462.012500c,464.637500c
038,26,"Harrisonville","Cass",38.65417,-94.29844,25,454.637500c,464.737500,462.162500c,461.837500,463.662500,454.650000c
039,27,"Milville (Richmond)","Ray",39.40611,-93.90778,25,452.200000c,452.800000c,451.787500c,452.625000c
040,28,"Brunswick","Chariton",39.46056,-93.10944,25,462.512500c,451.562500c,452.787500c
041,29,"Linneus","Linn",39.87972,-93.19000,25,451.662500c,452.087500c,452.712500c,451.312500c
042,2A,"Lathrop","Clinton",39.53825,-94.33336,20,464.887500c,461.762500c,463.837500c,464.637500c,463.437500,461.387500
043,2B,"Jameson","Daviess",39.99831,-93.98333,15,451.450000c,452.100000c,452.250000c,451.725000c
044,2C,"St. Joseph West","Buchanan",39.75000,-94.84053,25,464.762500c,463.300000,463.962500c,461.912500c,464.587500,463.987500c,454.625000
045,2D,"Moberly","Randolph",39.44253,-92.43483,25,461.587500c,462.237500c,461.887500
046,2E,"Eagleville","Harrison",40.47117,-93.98719,20,463.937500c,462.062500c,461.587500
047,2F,"Sedalia","Pettis",38.85611,-93.21806,15,461.450000c,461.675000c,461.975000c,462.475000,460.650000,461.225000,461.875000,463.650000,464.350000
048,30,"Ashland","Boone",38.76919,-92.31433,25,464.762500c,463.962500c,461.912500,461.525000,461.767500
049,31,"Tipton","Cooper",38.70528,-92.76833,25,454.475000c,454.625000c,454.550000c,454.375000c,463.525000,464.100000,464.750000,452.012500
050,32,"Cole Camp","Benton",38.38639,-93.10833,25,463.937500c,463.337500c,464.687500c,461.812500c,452.387500,462.087500,451.987500,461.562500
051,33,"Shawnee Mound","Henry",38.50392,-93.75828,25,461.950000c,463.275000,463.575000,454.625000c,454.175000c
052,34,"Sedalia","Pettis",38.72389,-93.22861,21,461.487500c,463.312500c,463.712500c,464.787500,452.262500
053,35,"Chapel Hill","Johnson",38.89278,-94.03467,22,463.212500c,461.887500c,461.412500,464.587500,454.625000c
